S.No.,Company,Job ID,Function,Location,Title,Description,Posted On,Page Number
37,Deloitte,72184,,Bengaluru,Enabling Areas - Learning and Development - Deputy Manager,"Work you’ll do

As a member of the learning team, you will play a keen role in building the firm for the future. Your mature and productive working relationships with our business leaders, will help prioritize the development of market focused capabilities.

You will be aligned with our Learning and Development team that enables leadership development of Partners. Your primary upward interactions will be with your direct reporting manager.

 

Responsibilities:

 

You will be responsible for end-to-end design and delivery of learning programs and interventions in collaboration with internal SMEs and external service providers
You will be required to identify and partner with suitable learning vendors to offer best learning opportunities
You need to work with stakeholders to identify learning needs of leaders, specific to business requirements, role requirements and emerging needs
You need to work collaboratively with the larger team and cross-functionally across departments
You will need to take complete ownership to create and enhance the learning experience

 

Requirements:

Proactive, self-motivated and demonstrated ability to work independently with minimal guidance.
Strong attention to detail and work ethic. Ability to deal with ambiguity, and proactively address change in direction and friction points
Previous L&D experience and success in organizations, which require collaboration, consensus, and a high degree of influence to be successful
Extremely strong verbal and written English communication skills geared specifically to a very seasoned audience
Strong desire to create an impact through all that you do

Qualifications:

Master’s Degree or equivalent required
8-10 years’ experience working in a large, multinational organization, preferably within the learning function

Your role as a leader

 

At Deloitte India, we believe in the importance of leadership at all levels. We expect our people to embrace and live our purpose by challenging themselves to identify issues that are most important for our clients, our people, and for society and make an impact that matters.

 

In addition to living our purpose, Deputy Manager across our organization:

 

Acts as a role model, embracing and living our purpose and values, and recognizing others for the impact they make
Develops high-performing people and teams through challenging and meaningful opportunities
Delivers exceptional client service; maximizes results and drives high performance from people while fostering collaboration across businesses and borders
Influences clients, teams, and individuals positively, leading by example and establishing confident relationships with increasingly senior people
Understands key objectives for clients and Deloitte, aligns people to objectives and sets priorities and direction

 

 Explore Deloitte University, The Leadership Center.","Oct 30, 2024",1
39,Deloitte,71561,,Delhi,T&T - ET&P - FT - Advise - Kyriba Techno-functional  - Senior Consultant,"Technology & Transformation

Enterprise Technology & Performance | Finance Transformation

 

 



 

Deloitte is where you’ll find unrivaled opportunities to succeed and realize your full potential.

 

The Team
 

Deloitte India has 4 business verticals - Technology & Transformation (T&T), Audit & Assurance (A&A), Tax, Strategy, Risk & Transactions (SR&T). Under T&T, we provide services around Enterprise Technology and Performance (ET&P), Engineering AI and Data, Cyber, Customer and Human Capital.

 

Finance Transformation (FT) is a leading practice under ET&P. Under FT, we solve complex challenges for CFOs across various domains – Finance Processes, Operating Model, Business Finance, Treasury, Controllership, GBS/GIC/SSC/CoE and Enterprise Performance Management.

 

Our treasury offering is aimed at supporting CFO and Business Leaders in managing market risks and supporting commercial decisions. It provides guidance to CFO’s office and finance teams to design strategies, implement and deliver solutions for treasury finance processes, operation and supporting technology to navigate through the complexities of treasury function. The team focuses on providing strategic financial expertise, optimizing cash flow, managing risks, and enhancing treasury operations for sustainable growth.

Our Treasury offering portfolio-

Treasury Process Transformation – Modernizing and optimizing treasury operations through technology and best practices to enhance efficiency, risk management, and financial decision-making.
Our team provides offerings such as working capital optimization through process and policy, process benchmarking and maturity assessment, cash management through liquidity and cashflow forecasting, etc.
Treasury Operating Model – Providing expert guidance to design and implement an effective organizational structure and processes that align with strategic goals and enhance overall efficiency and performance.
Our team provides consultancy to Re-design existing treasury organization structure with focus on key design principles
Design TOM with focus on process splits and interaction model
Treasury Technology Implementation – End-to-end support in the treasury system implementation journey of our clients - including drafting RFP, selection and evaluation of appropriate treasury solution, functional blueprinting, technical implementation, training and post go live support
Supply Chain Finance – Offering strategic solutions to optimize cash flow, reduce costs, and improve supplier relationships by leveraging financial instruments and technology across the supply chain
Our team evaluates current processes of supplier and customer management and recommend improvement opportunities
Assess need for standardizing supply terms across organization, and evaluating terms like credit period, delivery lead time, etc.
Support in managing various supply chain finance instruments like factoring/reverse factoring, PO financing, etc.

 

 

 

Treasury PMI – As part of the Post-Merger Integration (PMI) journey of our clients, we help them with the integration of treasury functions also, through a comprehensive approach that begins with assessing current state, ensuring Day 1 readiness and supporting in way forward. Deloitte helps set up an Integration Management Office (IMO)

to oversee the integration process, including establishing governance structures, roles, and responsibilities for the treasury function

Treasury Operate – Deloitte is also a leading provider of managed services offerings in Finance & Accounting, including treasury operations. This empowers Treasury function to standardize and optimize treasury services by leveraging on specialized talent, latest digital technologies, transformation know-how and ongoing operations management to meet business' evolving treasury needs. Our team provides services such as cash management, financial risk management, financing and reporting services to clients to help them reduce costs, mitigate key person risk, increase efficiency and improve compliance

 

Job Overview

 

The primary role of a Manager will be to make immediate and direct contribution to enhance our clients’ competitive position and performance in ways that are distinctive, innovative, and sustainable. Assist Finance organizations in solving complex treasury related challenges and adding greater value to the business.

To achieve this, you will be expected to perform the following activities:

 

Lead Project Delivery –
Drive large scale treasury transformations, complex and cross functional engagements
Advise clients on the creation of strategies and capabilities to support enterprise-wide decision-making, improve treasury operations, and strengthen stakeholder management
Lead the solution design and implementation ensuring high quality, adhering to the timelines and defined budget
Engage in Executive- Level Interactions –
Engage with C-level executives and senior leadership within client organizations to understand their strategic objectives and challenges
Participate in high-level discussions and presentations, translating complex concepts into clear, actionable strategies
Drive Business Development –
Lead RFPs/ proposal preparation by collaborating across competencies/ alliances/ service lines
Cultivate and nurture client relationships beyond project delivery, exploring avenues for repeat business
Contribute to continuous service portfolio innovation through asset development, trainings and knowledge sharing.
Stakeholder Management – Build and maintain relationships CXOs across target clients within your sector/ service line
Manage Project Financials – Managing project financials, WIP, Debtors, Billing as per defined standards
Mentorship and Team Culture-
Lead and inspire a team of consultants, providing guidance, mentorship, and support on Treasury functionality
Foster a collaborative and positive team culture, promoting professional development and knowledge sharing

 

 Skills Required

Qualifications:
CA / MBA from a reputed institute, Candidates with Engineering academic background would also be considered on a case-to-case basis
Kyriba certification across various modules is a must
Excellent academic credentials for both undergraduate and graduate coursework

 

 

 

Experience
6-10 years of relevant experience in treasury across consulting and/or industry roles
Prior experience of end-to-end Kyriba implementation is a must, candidate must have shown the capability of Kyriba functional blueprinting and technical configuration / integrations
Treasury consulting experience at leading management consulting organizations
Exposure to consulting assets, methodologies, points-of-view, research or white papers, marketing collaterals etc. in the leading Treasury technologies

 

Skills and Competencies
Delivering and managing Treasury transformation projects to clients and delivering customer training on Kyriba and its functionality
Prior experience in effectively handling Kyriba implementation applying treasury tools and methodology
Hands-on expertise in the following areas (should be able to do functional blueprinting and implementation):
Cash and Liquidity Management (cash management and forecasting, in-house banking, cash accounting, GL reconciliation, liquidity planning etc.)
Bank Relationship Management (bank account management, bank fee analysis etc.)
Payment Management (payment, payment factory, multilateral netting etc.)
Financial Transaction (debt/forex/interest rate/investment position keeping, leases etc.)
Risk Management (valuation of debt, forex, investment, interest rate derivative, commodity derivative etc.)
Connectivity (bank reporting, bank payments etc.)
Options
Fraud Management
FX – Advanced Balance Sheet and Cash Flow
Ability to challenge the status quo, deliver compelling and well-structured arguments for change and transformation
Leading solution design workshops with clients.
Configured and tested solutions/workflow in the client database for various Kyriba modules
Prior experience in managing teams and projects
Serve as a Subject Matter Experts (SME) for resolution on complex designs and solutions
Outstanding interpersonal and communication skills, both written and verbal
Willingness and ability to take initiative and learn independently
Proficient in Microsoft Office suite of products such as PowerPoint, Visio, Excel, Word etc.
Excellent communication, interpersonal and presentation skills
Willingness to travel - This role requires travel as per project requirements
Ability to challenge the status quo, deliver compelling and well-structured arguments for change and transformation

 

Your role as a leader

At Deloitte India, we believe in the importance of leadership at all levels. We expect our people to embrace and live our purpose by challenging themselves to identify issues that are most important for our clients, our people, and for society and make an impact that matters.

In addition to living our purpose, Managers across our organization:

Develop high-performing people and teams through challenging and meaningful opportunities
Deliver exceptional client service; maximize results and drive high performance from people while fostering collaboration across businesses and borders.
Influence clients, teams, and individuals positively, leading by example and establishing confident relationships with increasingly senior people
Understand key objectives for clients and Deloitte; align people to objectives and set priorities and direction","Oct 30, 2024",1
41,Deloitte,72068,,Mumbai,"Consulting - T&T - Oracle - OIC, BI, RICE, OAC, FAW - Senior Consultant","Job Title: Oracle ERP Cloud Technical Consultant with OIC Experience
Experience Level: 2 to 15 Years
Location: PAN India
Notice Period: Immediate to 90 Days

Roles and Responsibilities:

The responsibilities of the role include:

Integration Development: Design, develop, and implement technical solutions for integrations using Oracle Integration Cloud (OIC), ensuring seamless connectivity between Oracle Cloud and other enterprise applications.
Report Development: Create and enhance reports using BI Publisher, OTBI, and Financial Reporting Studio (FRS) to meet business requirements, ensuring data accuracy and reliability.
Conversions and Extensions: Develop technical solutions for data conversions, interfaces, and customizations to extend Oracle Cloud functionalities according to business needs.
Oracle Cloud Modules Expertise: Leverage a strong understanding of Oracle Cloud Financial Modules such as Accounts Payable (AP), Accounts Receivable (AR), General Ledger (GL), Project Accounting (PA), Fixed Assets (FA), Purchasing (PO), and Cash Management.
Technical Documentation: Prepare detailed Technical Design Documents (TDD) and Unit Test Scripts, ensuring clarity and completeness for development and testing teams.
Collaboration and Support: Work closely with functional teams, end-users, and stakeholders to understand requirements, troubleshoot issues, and provide technical support for implemented solutions.

Requirements:

Adaptability: Ability to perform effectively in a dynamic and rapidly changing environment, demonstrating flexibility and a proactive approach to problem-solving.
Technical Expertise: Strong proficiency in Oracle Integration Cloud (OIC), BI Publisher, OTBI, FRS, and other Oracle Financial tools and technologies.
Knowledge of Oracle Cloud Modules: In-depth knowledge of financial modules, with a focus on integrating and customizing solutions to meet business objectives.
Analytical Skills: Ability to analyze requirements, identify gaps, and develop robust technical solutions that align with business processes.
Communication Skills: Strong verbal and written communication skills, with the ability to interact effectively with technical and non-technical stakeholders.
Documentation Skills: Proficiency in creating technical documentation, including design specifications, test scripts, and user guides.

 

 

Job Title: Oracle EBS Technical Consultant
Experience Level: 2-15 Years
Location: PAN India

Roles and Responsibilities:

Technical Development and Customization:
Develop and enhance Oracle E-Business Suite (EBS) R12 applications using SQL, PL/SQL, APEX, XML/BI Publisher, and Oracle Forms.
Design and implement RICE components (Reports, Interfaces, Conversions, and Extensions) to customize and extend Oracle EBS functionality according to business needs.
Develop and manage Oracle Workflows and integrate with other systems using Oracle Integration tools.
Implementation and Rollout:
Lead or contribute to a minimum of three full-cycle implementation projects, enhancements, and rollouts within Oracle EBS.
Provide technical expertise and support during the implementation phase, including requirements analysis, solution design, development, and deployment.
Finance and SCM Modules Expertise:
Work with key Oracle EBS modules, particularly in Finance (AP, AR, GL) and Supply Chain Management (SCM) modules, to deliver technical solutions that align with business processes.
Scripting and Programming:
Utilize strong programming skills in SQL and PL/SQL to develop complex queries, scripts, and procedures for data manipulation, reporting, and system integrations.
Technical Documentation and Support:
Prepare and maintain technical documentation, including design specifications, test scripts, and user manuals.
Provide ongoing technical support and troubleshooting to resolve issues, ensuring system stability and performance.

Requirements:

Technical Expertise: Proficiency in Oracle EBS R12, SQL, PL/SQL, APEX, XML/BI Publisher, Oracle Forms, Oracle Workflow, and RICE components.
Project Experience: Minimum of 3 full-cycle implementation projects with hands-on experience in system enhancements and rollouts.
Module Knowledge: Strong working knowledge of Oracle EBS Finance and SCM modules, with the ability to develop custom solutions tailored to these areas.
Programming Skills: Advanced skills in SQL and PL/SQL, with a strong ability to write and optimize scripts for performance.
Problem-Solving Skills: Proven ability to troubleshoot technical issues, perform root cause analysis, and implement effective solutions in a timely manner.

Job Title: Oracle Analytics Cloud (OAC)/FAW Consultant
Experience Level: 5-15 Years
Location: PAN India.

Roles and Responsibilities:

OAC Dashboard and Report Customization:
Design, customize, and configure interactive dashboards, reports, and visualizations in Oracle Analytics Cloud (OAC) tailored to business requirements.
Perform OAC administration tasks, including user management, security setup, and performance optimization.
Data Integration and Performance Tuning:
Develop complex Oracle SQL queries and perform performance tuning by implementing views, materialized views, and creating indexes to enhance data retrieval speed.
Design and develop interfaces to load data into Oracle Autonomous Data Warehouse (ADW) from various sources, including external relational databases and flat files, ensuring data accuracy and consistency.
Data Warehouse Development:
Utilize strong data warehousing skills to design, build, and optimize data models, ensuring alignment with business intelligence needs.
Work with large datasets to create ETL processes that support analytical and reporting requirements, enhancing overall data usability.
Defect Resolution and Support:
Manage the resolution of defects identified during testing, migration, and support phases, ensuring issues are resolved promptly to maintain data integrity and system performance.
Provide ongoing support to troubleshoot and optimize analytics solutions, maintaining high levels of user satisfaction.

Requirements:

Technical Expertise:
Proven experience in Oracle Analytics Cloud (OAC) dashboard, report development, and administration.
Strong command of Oracle SQL, performance tuning techniques, and experience with Oracle Autonomous Data Warehouse.
Data Warehousing Skills:
Deep understanding of data warehouse design, development, and optimization, with hands-on experience in ETL processes.
Defect Management:
Demonstrated ability to manage and resolve defects during testing, migration, and support, ensuring robust analytics performance.
Analytical Skills:
Excellent problem-solving skills with the ability to analyze complex datasets and develop meaningful insights.","Oct 30, 2024",1
43,Deloitte,73246,,Mumbai,Manager | Network Architect | Mumbai | Technology Strategy & Transformation,"·       Bachelor’s or master’s degree in information technology, computer science or related discipline

·       6-8 years of industry experience in Datacenter Network architecture and solution design

·       Experience of architecture, design, and implementation of complex, highly available and highly scalable network solutions

·       Relevant experience on latest LAN & WAN technologies like Spine & Leaf architecture, Wireless solution, SDWAN, network virtualization etc.

·       In-depth understanding of Datacenter and Hybrid cloud network architecture including routing & switching with hands-on experience

·       Good understanding of TCP/IP protocol communications, addressing subnetting, routing protocols

·       Experience in configuring network devices in multi tenancy environment

·       Experience in working on Proposal, Effort Estimation, collateral creation, RFP/RFI creation and responses building, HLD, LLD creation

·       Working experience in Datacenter Migration projects

·       Candidate should have good experience in assisting customer with performing assessment and putting through recommendation for Network initiatives like rationalization and modernization, capacity planning, cost saving opportunities etc. 

·       Strong verbal and written communications skills, as well as the ability to create presentations and work effectively across internal and external organizations

·       Certifications : CCNA/CCNP

·       Good to have: Experience in Cloud platforms




An ideal candidate should possess:

 

·       Excellent analytical skills and communication skills (written, verbal and presentation)

·       Ability to effectively articulate architectural and business use case requirements to a non - technical audience, including both internal and client-facing engagements

·       Ability to chart one’s own career and build networks within the organisation

·       Ability to work both, independently and as part of a team with professionals at all career levels

·       Ability to prioritise tasks, work on multiple assignments, and raise concerns/questions where appropriate

·       Own the work assigned from end-to-end","Oct 30, 2024",1
45,Deloitte,73629,,Mumbai,"Consultant | Techno Strategy | Mumbai | Operations, Industry & Domain Solutions","The candidate should have at least 8 years of experience in legal and regulatory compliance within the power sector. The Team members shall be entrusted with the following tasks:

Regulatory support to Commercial wing of Power utility by providing inputs on regulatory

issues/matters of high impact. Support shall be in areas of research, practices adopted by other

utilities/SERCs/State Governments that shall help the utility to mitigate the adverse impact in

such matters, if any.

Undertake Tariff Rationalisation across categories. Provide assistance in proposing implementation of Time of Day tariffs for domestic and other category of consumers who are

currently outside the ambit of TOD

Preparation of comments on new regulations/policy directions/approach paper released by GoI, MoP, CEA, FoR, CERC and MERC and impact analysis in context of Maharashtra.

Support in making and delivering presentations on behalf of Utility in higher forums viz.

SERC/CERC/Stete Government, MoP etc.

Prepare Financial impact of any changes in policy and regulatory regime in context of the

Electricity Business and percolate the impact to all stakeholders/departments.

Support in filing of tariff petitions and other related works. Preparation of petition and replies to other petitions before various legal forums.

Support for preparation of fact sheets, concept notes or compilation of information in desired formats for necessary submissions before any authority/forum/State/any agency of state/ institute as directed by competent authority.

Framing mechanism to track CGRF and other cases which in turn shall help the Utility to ensure timely compliances including suggestion to seek additional time/ inform competent authority about implementation issues if any.

Suggesting framework and monitoring support for Open Access, Solar Rooftop & parallel operation of RE Generators under the changing regulatory regime.

Study and suggest practices for use of OPGW, ADSS and other similar technology for dedicated communication network in Distribution sector

Support in implementation of asset monetization activities of Discom and support in stakeholder discussions

Conducting feasibility study and impact analysis with respect to physical separation of wire &

supply business (content and carriage concept), if required.

Develop long term strategy for meeting power demand in the state","Oct 30, 2024",1
47,Deloitte,73013,,Delhi,Consultant | SAP FICO | Delhi | SAP,SAP FICO Consultant,"Oct 30, 2024",1
49,Deloitte,73897,,Mumbai  LCP,Assistant Manager | Internal Audit | Mumbai - LCP | Controls Assurance,"for IA, SOX, SOP","Oct 30, 2024",1
26,Deloitte,70395,,Bengaluru,Technology & Transformation: EAD: Data Architect (Manager/Associate Director),"Your potential, unleashed.

 

India’s impact on the global economy has increased at an exponential rate and Deloitte presents an opportunity to unleash and realize your potential amongst cutting edge leaders, and organizations shaping the future of the region, and indeed, the world beyond.

 

At Deloitte, your whole self to work, every day. Combine that with our drive to propel with purpose and you have the perfect playground to collaborate, innovate, grow, and make an impact that matters.

 

The Team
 

Deloitte’s Technology & Transformation practice can help you uncover and unlock the value buried deep inside vast amounts of data. Our global network provides strategic guidance and implementation services to help companies manage data from disparate sources and convert it into accurate, actionable information that can support fact-driven decision-making and generate an insight-driven advantage. Our practice addresses the continuum of opportunities in business intelligence & visualization, data management, performance management and next-generation analytics and technologies, including big data, cloud, cognitive and machine learning.            

 

Your work profile:

 

As a Manager/Associate Director in our T&T Team you’ll build and nurture positive working relationships with teams and clients with the intention to exceed client expectations: -

 

Design, develop and deploy solutions using different tools, design principles and conventions.
Configure robotics processes and objects using core workflow principles in an efficient way; ensure they are easily maintainable and easy to understand.
Understand existing processes and facilitate change requirements as part of a structured change control process.
Solve day to day issues arising while running robotics processes and provide timely resolutions.
Maintain proper documentation for the solutions, test procedures and scenarios during UAT and Production phase.
Coordinate with process owners and business to understand the as-is process and design the automation process flow.

 

Desired Qualifications

 

8-15 Years of hands-on experience Implementing Azure Cloud data warehouses, Azure and No-SQL databases and hybrid data scenarios.
Experience developing Azure Data Factory (covering Azure Functions, LogicApps, Triggers, IR), Databricks (pySpark, Scala), Stream Analytics, Event Hub & HD Insight Components
Experience in working on data lake & DW solutions on Azure.
Experience managing Azure DevOps pipelines (CI/CD)
Experience managing source data access security, using Vault, configuring authentication and authorization, enforcing data policies and standards.
UG: B. Tech /B.E. in Any Specialization.

 

Location and way of working:

Base location: Bengaluru
This profile involves occasional travelling to client locations.
Hybrid is our default way of working. Each domain has customized the hybrid approach to their unique needs.

 

Your role as a Consultant/Senior Consultant/Manager:

 

We expect our people to embrace and live our purpose by challenging themselves to identify issues that are most important for our clients, our people, and for society.

 

In addition to living our purpose, Manager/Associate Director across our organization must strive to be:

 

Inspiring - Leading with integrity to build inclusion and motivation.
Committed to creating purpose - Creating a sense of vision and purpose.
Agile - Achieving high-quality results through collaboration and Team unity.
Skilled at building diverse capability - Developing diverse capabilities for the future.
Persuasive / Influencing - Persuading and influencing stakeholders.
Collaborating - Partnering to build new solutions.
Delivering value - Showing commercial acumen
Committed to expanding business - Leveraging new business opportunities.
Analytical Acumen - Leveraging data to recommend impactful approach and solutions through the power of analysis and visualization.
Effective communication – Must be well abled to have well-structured and well-articulated conversations to achieve win-win possibilities.
Engagement Management / Delivery Excellence - Effectively managing engagement(s) to ensure timely and proactive execution as well as course correction for

the success of engagement(s)

Managing change - Responding to changing environment with resilience
Managing Quality & Risk - Delivering high quality results and mitigating risks with utmost integrity and precision
Strategic Thinking & Problem Solving - Applying strategic mindset to solve business issues and complex problems.
Tech Savvy - Leveraging ethical technology practices to deliver high impact for clients and for Deloitte
Empathetic leadership and inclusivity - creating a safe and thriving environment where everyone's valued for who they are, use empathy to understand others to adapt our behaviours and attitudes to become more inclusive. 

 

 We recognise there is no one size fits all career path, and global, cross-business mobility and up / re-skilling are all within the range of possibilities to shape a unique and fulfilling career. Know more about Life at Deloitte.

 

 

Everyone’s welcome… entrust your happiness to us                                                                                                                 

                                                                                                                

Our workspaces and initiatives are geared towards your 360-degree happiness. This includes specific needs you may have in terms of accessibility, flexibility, safety and security, and caregiving. Here’s a glimpse of things that are in store for you.  

 

 

Interview tips

 

We want job seekers exploring opportunities at Deloitte to feel prepared, confident and comfortable. To help you with your interview, we suggest that you do your research, know some background about the organisation and the business area you’re applying to. Check out recruiting tips from Deloitte professionals.","Oct 30, 2024",2
28,Deloitte,72966,,Bengaluru,Senior Consultant | SAP EPPM | Bengaluru | SAP,SAP ePPM,"Oct 30, 2024",2
30,Deloitte,73887,,Delhi CEC,Deputy Manager | Multiple Locations| GBT CEC| Business Tax,"Tax

Direct Tax | Deputy Manager




Your potential, unleashed.

 

India’s impact on the global economy has increased at an exponential rate and Deloitte presents an opportunity to unleash and realise your potential amongst cutting edge leaders, and organisations shaping the future of the region, and indeed, the world beyond.

 

At Deloitte, your whole self to work, every day. Combine that with our drive to propel with purpose and you have the perfect playground to collaborate, innovate, grow, and make an impact that matters.

 

The team

Tax is about much more than just the numbers. It’s about attesting to accomplishments and challenges and helping to assure strong foundations for future aspirations. Deloitte exemplifies what, how, and why of change so you’re always ready to act ahead. Learn more about our Tax Practice.




Your work profile

 

As an Assistant Manager in our Global Business Tax Team you’ll build and nurture positive working relationships with teams and clients with the intention to exceed client expectations: -




·         Assisting on tax advisory such as undertaking in-depth research on tax technical matters

·         Preparing tax opinions / short notes / email responses on day-to-day clients’ tax matters

·         Undertaking compliances such as filing of tax returns, withholding tax statements, advance tax, provisioning for income tax and other tax filings such as SFT etc.

·         Assisting on tax assessment / litigation proceedings before the assessing officer, other income tax authorities and higher appellate forums. This will include drafting responses to audit notices & questionnaires, representation before the tax authorities for assessment, rectification, and other similar matters.

·         Coordinating with internal stakeholders and enabling areas for on-the-job work requirements.

 

Desired Qualifications

 

•      Graduates with 5-8 years of work experience in tax

•      Sound Knowledge of Indian corporate tax

•      Team Player

•      Effective communication and presentation skills

•      Persistent and persuasive




Location and way of working

·       Base location: Gurugram

·       This profile involves occasionally travelling to client locations.

·       Hybrid is our default way of working. Each domain has customised the hybrid approach to their unique needs.




Your role as a Deputy Manager

 

We expect our people to embrace and live our purpose by challenging themselves to identify issues that are most important for our clients, our people, and for society.

 

In addition to living our purpose, Deputy Manager across our organization must strive to be:

 

·       Inspiring - Leading with integrity to build inclusion and motivation

·       Committed to creating purpose - Creating a sense of vision and purpose

·       Agile - Achieving high-quality results through collaboration and Team unity

·       Skilled at building diverse capability - Developing diverse capabilities for the future

·       Persuasive / Influencing - Persuading and influencing stakeholders

·       Collaborating - Partnering to build new solutions

·       Delivering value - Showing commercial acumen

·       Committed to expanding business - Leveraging new business opportunities

·       Analytical Acumen - Leveraging data to recommend impactful approach and solutions through the power of analysis and visualization

·       Effective communication – Must be well abled to have well-structured and well-articulated conversations to achieve win-win possibilities

·       Engagement Management / Delivery Excellence - Effectively managing engagement(s) to ensure timely and proactive execution as well as course correction for

the success of engagement(s)

·       Managing change - Responding to changing environment with resilience

·       Managing Quality & Risk - Delivering high quality results and mitigating risks with utmost integrity and precision

·       Strategic Thinking & Problem Solving - Applying strategic mindset to solve business issues and complex problems

·       Tech Savvy - Leveraging ethical technology practices to deliver high impact for clients and for Deloitte

Empathetic leadership and inclusivity - creating a safe and thriving environment where everyone's valued for who they are, use empathy to understand others to adapt our behaviours and attitudes to become more inclusive. 




 We recognise there is no one size fits all career path, and global, cross-business mobility and up / re-skilling are all within the range of possibilities to shape a unique and fulfilling career. Know more about Life at Deloitte.

 

Everyone’s welcome… entrust your happiness to us                                           

                                                                                                                  

Our workspaces and initiatives are geared towards your 360-degree happiness. This includes specific needs you may have in terms of accessibility, flexibility, safety and security, and caregiving. Here’s a glimpse of things that are in store for you.","Oct 30, 2024",2
32,Deloitte,72618,,Bengaluru,T&T-Cyber-Defense & Resilience-SOC Presales-Bengaluru,Deputy Manager,"Oct 30, 2024",2
